,make,model,year,owner,transmission,fuel,engine,max_power,seats,km_driven,seller_type,price_category
7270,Maruti,800,2006,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,70000,Individual,Low
7271,Maruti,Alto,2012,Third Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,80000,Individual,Low
7272,Tata,Indica,2005,Fourth & Above Owner,Manual,Diesel,,,,100000,Individual,Low
7273,Maruti,Swift,2016,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,15000,Individual,Medium
7274,Mahindra,Bolero,2004,Second Owner,Manual,Diesel,2523 CC,63 bhp,7.0,150000,Individual,Low
7275,Maruti,Estilo,2009,Third Owner,Manual,Petrol,,,,63000,Individual,Low
7276,Skoda,Rapid,2016,First Owner,Automatic,Diesel,1498 CC,103.52 bhp,5.0,88000,Dealer,Medium
7277,Toyota,Innova,2014,First Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,80000,Dealer,Medium
7278,Mahindra,XUV500,2018,First Owner,Manual,Diesel,2179 CC,152.87 bhp,7.0,59865,Dealer,High
7279,Volkswagen,Polo,2016,First Owner,Manual,Diesel,1498 CC,108.5 bhp,5.0,60000,Dealer,Medium
7280,Hyundai,i20,2015,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,72000,Dealer,Medium
7281,Honda,City,2017,First Owner,Automatic,Petrol,1497 CC,117.6 bhp,5.0,68140,Dealer,High
7282,Maruti,Swift,2014,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,53190,Dealer,Medium
7283,Hyundai,i20,2014,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,70100,Dealer,Medium
7284,Honda,Jazz,2018,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,47725,Dealer,Medium
7285,Maruti,Swift,2014,Second Owner,Manual,Diesel,1248 CC,74.02 bhp,5.0,70195,Dealer,Medium
7286,Ford,Figo,2011,Second Owner,Manual,Diesel,1399 CC,68 bhp,5.0,77395,Dealer,Low
7287,Mahindra,Marazzo,2019,First Owner,Manual,Diesel,1497 CC,121 bhp,8.0,17000,Dealer,High
7288,Hyundai,Elantra,2013,First Owner,Automatic,Diesel,1498 CC,113.42 bhp,5.0,64000,Dealer,Medium
7289,Chevrolet,Beat,2014,First Owner,Manual,Diesel,936 CC,56.3 bhp,5.0,74321,Dealer,Low
7290,Maruti,Swift,2013,Second Owner,Manual,Diesel,1248 CC,74.02 bhp,5.0,80235,Dealer,Medium
7291,Hyundai,Creta,2016,First Owner,Automatic,Diesel,1582 CC,126.2 bhp,5.0,77150,Dealer,High
7292,Volkswagen,Vento,2015,First Owner,Automatic,Diesel,1498 CC,108.6 bhp,5.0,69000,Dealer,Medium
7293,Maruti,SX4,2015,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,57000,Dealer,Medium
7294,Skoda,Rapid,2017,First Owner,Manual,Diesel,1498 CC,103.6 bhp,5.0,89000,Dealer,Medium
7295,Volkswagen,Passat,2012,First Owner,Automatic,Diesel,1968 CC,140 bhp,5.0,61100,Dealer,Medium
7296,Skoda,Octavia,2010,First Owner,Manual,Diesel,1896 CC,66 bhp,5.0,116000,Individual,Medium
7297,Hyundai,Verna,2015,First Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,80000,Individual,Medium
7298,Maruti,Swift,2018,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,26000,Individual,Medium
7299,Maruti,Swift,2018,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,100000,Individual,Medium
7300,Maruti,Alto,2012,Second Owner,Manual,CNG,796 CC,38.4 bhp,5.0,82300,Individual,Low
7301,Maruti,Swift,2017,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,82050,Individual,Medium
7302,Toyota,Etios,2012,First Owner,Manual,Diesel,,,,74500,Individual,Medium
7303,Mahindra,XUV500,2012,Second Owner,Manual,Diesel,2179 CC,140 bhp,7.0,120000,Individual,Medium
7304,Renault,KWID,2018,First Owner,Automatic,Petrol,999 CC,67 bhp,5.0,30000,Individual,Medium
7305,Honda,Amaze,2019,First Owner,Manual,Petrol,1199 CC,88.76 bhp,5.0,6000,Individual,Medium
7306,Hyundai,i20,2017,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,30000,Individual,Medium
7307,Maruti,Ertiga,2015,First Owner,Manual,Diesel,1248 CC,88.76 bhp,7.0,70000,Individual,Medium
7308,Maruti,Alto,2010,Second Owner,Manual,CNG,796 CC,38.4 bhp,5.0,70000,Individual,Low
7309,Maruti,Ertiga,2015,First Owner,Manual,Diesel,1248 CC,88.76 bhp,7.0,70000,Individual,Medium
7310,Maruti,Swift,2008,First Owner,Manual,Diesel,1248 CC,75 bhp,5.0,120000,Individual,Low
7311,Hyundai,Grand,2014,Third Owner,Manual,Diesel,1120 CC,70 bhp,5.0,76000,Individual,Medium
7312,Hyundai,Grand,2014,Second Owner,Manual,Diesel,1120 CC,70 bhp,5.0,80000,Individual,Medium
7313,Tata,Indica,2008,Second Owner,Manual,Diesel,1396 CC,53.5 bhp,5.0,110000,Individual,Low
7314,Hyundai,Accent,2009,Third Owner,Manual,Petrol,1495 CC,94 bhp,5.0,70000,Individual,Low
7315,Hyundai,i20,2019,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,13000,Individual,Medium
7316,Ford,Classic,2013,Second Owner,Manual,Petrol,1596 CC,99.6 bhp,5.0,60000,Individual,Low
7317,Maruti,Ritz,2011,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,165000,Individual,Medium
7318,Chevrolet,Tavera,2013,Second Owner,Manual,Diesel,2499 CC,72.4 bhp,10.0,120000,Individual,Medium
7319,Mahindra,TUV,2017,Second Owner,Manual,Diesel,1493 CC,100 bhp,7.0,30000,Individual,Medium
7320,Volkswagen,Vento,2011,Second Owner,Manual,Diesel,1598 CC,103.6 bhp,5.0,100000,Individual,Medium
7321,Mahindra,Renault,2007,Second Owner,Manual,Diesel,1461 CC,65 bhp,5.0,187000,Individual,Low
7322,Maruti,Vitara,2016,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,70000,Individual,Medium
7323,Maruti,Swift,2016,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,40000,Individual,Medium
7324,Audi,Q3,2017,First Owner,Automatic,Diesel,1968 CC,174.33 bhp,5.0,22000,Dealer,High
7325,Honda,Civic,2020,First Owner,Manual,Diesel,1597 CC,118 bhp,5.0,5500,Dealer,High
7326,BMW,X1,2018,First Owner,Automatic,Diesel,1998 CC,190 bhp,5.0,18000,Dealer,High
7327,Honda,Jazz,2019,First Owner,Automatic,Petrol,1199 CC,88.7 bhp,5.0,1500,Individual,Medium
7328,Honda,Mobilio,2015,First Owner,Manual,Diesel,1498 CC,98.6 bhp,7.0,46000,Individual,High
7329,Maruti,Baleno,2017,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,24400,Individual,Medium
7330,Volkswagen,Vento,2018,First Owner,Automatic,Diesel,1498 CC,108.6 bhp,5.0,29899,Dealer,High
7331,Toyota,Innova,2018,First Owner,Automatic,Diesel,2755 CC,171.5 bhp,8.0,20000,Dealer,High
7332,Hyundai,Grand,2020,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,2000,Dealer,Medium
7333,Renault,Lodgy,2017,First Owner,Manual,Diesel,1461 CC,83.8 bhp,8.0,34000,Dealer,Medium
7334,Hyundai,Elite,2018,First Owner,Automatic,Petrol,1197 CC,81.86 bhp,5.0,31000,Dealer,Medium
7335,Chevrolet,Trailblazer,2016,Second Owner,Automatic,Diesel,2776 CC,197.2 bhp,7.0,46000,Dealer,High
7336,Isuzu,MU,2016,First Owner,Automatic,Diesel,2999 CC,161 bhp,7.0,121000,Dealer,High
7337,Mercedes-Benz,GLC,2017,First Owner,Automatic,Diesel,1950 CC,194 bhp,5.0,60000,Dealer,High
7338,Hyundai,Santro,2018,First Owner,Manual,Petrol,1086 CC,68 bhp,5.0,7000,Dealer,Medium
7339,Maruti,Celerio,2016,First Owner,Automatic,Petrol,998 CC,67.04 bhp,5.0,10000,Dealer,Medium
7340,Mercedes-Benz,GL-Class,2018,First Owner,Automatic,Diesel,2143 CC,170 bhp,5.0,6000,Dealer,High
7341,Force,Gurkha,2018,First Owner,Manual,Diesel,2596 CC,80.8 bhp,5.0,20000,Dealer,Medium
7342,Hyundai,Creta,2015,First Owner,Manual,Diesel,1582 CC,126.2 bhp,5.0,59235,Dealer,Medium
7343,BMW,X4,2019,First Owner,Automatic,Diesel,1995 CC,190 bhp,5.0,21000,Dealer,High
7344,Honda,Amaze,2014,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,48000,Individual,Medium
7345,Mahindra,Xylo,2018,First Owner,Manual,Diesel,2489 CC,93.7 bhp,7.0,114000,Individual,Medium
7346,Maruti,Swift,2011,Second Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,120000,Individual,Medium
7347,Hyundai,i20,2013,First Owner,Manual,Diesel,1396 CC,88.8 bhp,5.0,144000,Individual,Medium
7348,Hyundai,i20,2013,First Owner,Manual,Diesel,1396 CC,88.8 bhp,5.0,144000,Individual,Medium
7349,Maruti,Vitara,2016,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,190000,Individual,Medium
7350,Toyota,Innova,2015,Second Owner,Manual,Diesel,2494 CC,100.6 bhp,7.0,190000,Individual,Medium
7351,Maruti,Swift,2019,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,20000,Individual,Medium
7352,Hyundai,Verna,2017,Second Owner,Manual,Diesel,1582 CC,126.2 bhp,5.0,40000,Individual,Medium
7353,Maruti,Swift,2012,First Owner,Manual,Diesel,1248 CC,73.9 bhp,5.0,100000,Individual,Medium
7354,Tata,Indica,2008,Second Owner,Manual,Diesel,1405 CC,68 bhp,5.0,60000,Individual,Low
7355,Ford,Fiesta,2006,First Owner,Manual,Diesel,1399 CC,68 bhp,5.0,201000,Individual,Low
7356,Volkswagen,Vento,2011,First Owner,Manual,Diesel,1598 CC,103.6 bhp,5.0,110000,Individual,Low
7357,Maruti,Swift,2014,Second Owner,Manual,Diesel,1248 CC,74 bhp,5.0,77215,Individual,Medium
7358,Maruti,Swift,2005,First Owner,Manual,Petrol,,,,50000,Individual,Low
7359,Honda,Jazz,2015,First Owner,Manual,Petrol,1199 CC,88.7 bhp,5.0,48228,Dealer,Medium
7360,Maruti,Swift,2017,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,58559,Dealer,Medium
7361,Maruti,Swift,2010,First Owner,Manual,Diesel,,,,72179,Dealer,Medium
7362,Honda,City,2016,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,50856,Dealer,Medium
7363,Honda,City,2017,First Owner,Manual,Petrol,1497 CC,117.3 bhp,5.0,18300,Individual,Medium
7364,Maruti,Swift,2015,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,59292,Dealer,Medium
7365,Maruti,Celerio,2018,First Owner,Automatic,Petrol,998 CC,67.04 bhp,5.0,10000,Dealer,Medium
7366,Maruti,Baleno,2018,First Owner,Automatic,Petrol,1197 CC,83.1 bhp,5.0,21147,Dealer,Medium
7367,Honda,City,2017,First Owner,Manual,Diesel,1498 CC,97.9 bhp,5.0,69000,Dealer,Medium
7368,Mahindra,Marazzo,2019,First Owner,Manual,Diesel,1497 CC,121 bhp,7.0,10000,Individual,High
7369,Maruti,Swift,2018,First Owner,Automatic,Diesel,1248 CC,74 bhp,5.0,16000,Dealer,Medium
7370,Toyota,Innova,2017,First Owner,Manual,Diesel,2393 CC,147.8 bhp,8.0,36000,Dealer,High
7371,Maruti,Baleno,2017,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,37000,Dealer,Medium
7372,Maruti,Celerio,2016,First Owner,Manual,Diesel,793 CC,47 bhp,5.0,61173,Dealer,Medium
7373,Maruti,Swift,2016,First Owner,Manual,Diesel,,,,77321,Dealer,Medium
7374,Audi,A4,2016,First Owner,Automatic,Diesel,1968 CC,187.74 bhp,5.0,30000,Dealer,High
7375,Mahindra,XUV500,2014,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,75000,Dealer,Medium
7376,Maruti,Baleno,2017,First Owner,Automatic,Petrol,1197 CC,81.80 bhp,5.0,51000,Dealer,Medium
7377,Maruti,Baleno,2018,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,17000,Dealer,Medium
7378,Maruti,Swift,2008,Second Owner,Manual,Diesel,1248 CC,75 bhp,5.0,100000,Individual,Low
7379,Audi,A6,2013,Second Owner,Automatic,Diesel,1968 CC,174.33 bhp,5.0,35000,Individual,High
7380,Hyundai,EON,2017,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,10000,Individual,Medium
7381,Mahindra,XUV500,2016,Third Owner,Automatic,Diesel,2179 CC,140 bhp,7.0,91567,Individual,High
7382,Maruti,Celerio,2017,First Owner,Manual,Petrol,998 CC,67.04 bhp,5.0,50000,Individual,Medium
7383,Hyundai,Grand,2017,First Owner,Manual,Petrol,1197 CC,81.86 bhp,5.0,60000,Individual,Medium
7384,Maruti,Alto,2016,Second Owner,Manual,Petrol,796 CC,47.3 bhp,5.0,35000,Individual,Low
7385,Hyundai,Verna,2014,First Owner,Manual,Petrol,1396 CC,105.5 bhp,5.0,33400,Individual,Medium
7386,Maruti,Swift,2015,First Owner,Manual,Petrol,1197 CC,83.11 bhp,5.0,36000,Individual,Medium
7387,Ford,Figo,2011,Second Owner,Manual,Diesel,1399 CC,68 bhp,5.0,180000,Individual,Low
7388,Maruti,Alto,2012,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,80000,Individual,Low
7389,Maruti,Alto,2007,Second Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,120000,Individual,Low
7390,Maruti,Swift,2017,First Owner,Automatic,Diesel,1248 CC,74.02 bhp,5.0,80000,Individual,Medium
7391,Maruti,Swift,2018,First Owner,Manual,Diesel,1248 CC,74.02 bhp,5.0,120000,Individual,Medium
7392,Tata,Indigo,2014,Second Owner,Manual,Diesel,1405 CC,69.01 bhp,5.0,110000,Individual,Low
7393,Toyota,Etios,2018,First Owner,Manual,Diesel,1364 CC,67.04 bhp,5.0,70000,Individual,Medium
7394,Mahindra,Xylo,2014,Second Owner,Manual,Diesel,2489 CC,93.7 bhp,7.0,120000,Individual,Medium
7395,Hyundai,i20,2012,Second Owner,Manual,Diesel,1396 CC,88.76 bhp,5.0,92686,Dealer,Medium
7396,Hyundai,Sonata,2009,First Owner,Manual,Diesel,1991 CC,142 bhp,5.0,180000,Individual,Medium
7397,Tata,Manza,2012,First Owner,Manual,Diesel,1248 CC,88.76 bhp,5.0,80000,Individual,Low
7398,Mahindra,XUV500,2015,First Owner,Automatic,Diesel,2179 CC,140 bhp,7.0,70000,Individual,High
7399,Maruti,Swift,2009,First Owner,Manual,Diesel,1248 CC,75 bhp,5.0,117000,Individual,Medium
7400,Ford,Aspire,2018,First Owner,Manual,Petrol,1194 CC,94.93 bhp,5.0,15000,Individual,Medium
7401,Skoda,Octavia,2007,Second Owner,Manual,Diesel,1896 CC,122.4 bhp,5.0,100000,Individual,Low
7402,Hyundai,Verna,2012,First Owner,Automatic,Petrol,1591 CC,121.3 bhp,5.0,83000,Individual,Medium
7403,Chevrolet,Cruze,2016,First Owner,Automatic,Diesel,1998 CC,163.7 bhp,5.0,67600,Individual,Medium
7404,Mitsubishi,Pajero,2015,Second Owner,Manual,Diesel,2477 CC,178 bhp,7.0,160000,Individual,High
7405,Hyundai,EON,2014,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,80000,Individual,Low
7406,Honda,Amaze,2013,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,100000,Individual,Medium
7407,Volkswagen,Jetta,2010,First Owner,Manual,Diesel,1896 CC,105 bhp,5.0,100000,Individual,Medium
7408,Hyundai,i20,2010,Second Owner,Manual,Diesel,1396 CC,90 bhp,5.0,90000,Individual,Medium
7409,Skoda,Rapid,2012,First Owner,Manual,Diesel,1598 CC,103.5 bhp,5.0,140000,Individual,Medium
7410,Maruti,Swift,2018,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,25000,Individual,Medium
7411,Toyota,Innova,2018,First Owner,Manual,Diesel,2393 CC,147.8 bhp,8.0,20000,Individual,High
7412,Maruti,800,2012,First Owner,Manual,Petrol,796 CC,37 bhp,4.0,30000,Individual,Low
7413,Ford,Aspire,2018,First Owner,Manual,Petrol,1194 CC,94.93 bhp,5.0,13000,Individual,Medium
7414,Hyundai,i20,2018,First Owner,Manual,Petrol,1197 CC,81.83 bhp,5.0,42000,Individual,Medium
7415,Hyundai,EON,2018,Second Owner,Manual,Petrol,998 CC,68.05 bhp,5.0,10000,Individual,Medium
7416,Maruti,Alto,2012,First Owner,Manual,Petrol,998 CC,67.1 bhp,5.0,13000,Individual,Low
7417,Renault,Triber,2019,First Owner,Manual,Petrol,999 CC,72 bhp,7.0,6500,Individual,Medium
7418,Hyundai,EON,2013,Second Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,49500,Individual,Low
7419,Hyundai,i20,2011,First Owner,Manual,Diesel,1396 CC,90 bhp,5.0,50000,Individual,Medium
7420,Tata,Indigo,2011,Second Owner,Manual,Diesel,1396 CC,70 bhp,5.0,175000,Individual,Low
7421,Tata,Indigo,2011,Second Owner,Manual,Diesel,1396 CC,69 bhp,5.0,175000,Individual,Low
7422,Hyundai,Accent,2003,Third Owner,Manual,Petrol,,,,120000,Individual,Low
7423,Maruti,Ritz,2014,Third Owner,Manual,Diesel,1248 CC,73.94 bhp,5.0,110000,Individual,Medium
7424,Maruti,Swift,2012,Second Owner,Manual,Petrol,1298 CC,85.8 bhp,5.0,112048,Individual,Medium
7425,Honda,City,2010,Third Owner,Manual,Petrol,1497 CC,118 bhp,5.0,98000,Individual,Medium
7426,Mahindra,XUV500,2015,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,41000,Individual,Medium
7427,Chevrolet,Tavera,2016,First Owner,Manual,Diesel,2499 CC,72.4 bhp,10.0,120000,Individual,Medium
7428,Toyota,Platinum,2018,First Owner,Manual,Diesel,1364 CC,67.05 bhp,5.0,116000,Individual,Medium
7429,Maruti,Swift,2020,First Owner,Manual,Petrol,1197 CC,81.80 bhp,5.0,1000,Individual,Medium
7430,Hyundai,Xcent,2018,First Owner,Automatic,Petrol,1197 CC,81.86 bhp,5.0,15000,Individual,Medium
7431,Maruti,S-Cross,2018,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,5000,Individual,Medium
7432,Tata,Tiago,2019,First Owner,Manual,Petrol,1199 CC,83.83 bhp,5.0,3500,Individual,Medium
7433,Maruti,Swift,2009,Second Owner,Manual,Petrol,,,,91000,Individual,Low
7434,Ford,Figo,2017,First Owner,Manual,Diesel,1498 CC,99 bhp,5.0,56000,Individual,Medium
7435,Toyota,Innova,2013,First Owner,Manual,Diesel,2494 CC,100 bhp,7.0,215000,Individual,Medium
7436,Mahindra,XUV500,2012,First Owner,Manual,Diesel,2179 CC,140 bhp,7.0,40000,Individual,Medium
7437,Maruti,Swift,2010,Third Owner,Manual,Diesel,,,,70000,Individual,Medium
7438,Maruti,Ritz,2013,Second Owner,Manual,Diesel,1248 CC,73.94 bhp,5.0,120000,Individual,Medium
7439,Mahindra,Scorpio,2003,Second Owner,Manual,Diesel,2179 CC,120 bhp,7.0,120000,Individual,Low
7440,Honda,Brio,2017,First Owner,Manual,Petrol,1198 CC,86.8 bhp,5.0,30400,Dealer,Medium
7441,Honda,BR-V,2017,First Owner,Manual,Diesel,1498 CC,98.6 bhp,7.0,24000,Dealer,Medium
7442,Honda,BR-V,2017,First Owner,Manual,Petrol,1497 CC,117.3 bhp,7.0,30646,Dealer,Medium
7443,Hyundai,Verna,2017,First Owner,Manual,Diesel,1582 CC,126.2 bhp,5.0,15000,Individual,Medium
7444,Volkswagen,Vento,2017,First Owner,Manual,Diesel,1498 CC,108.6 bhp,5.0,50000,Individual,Medium
7445,Hyundai,EON,2017,First Owner,Manual,Petrol,814 CC,55.2 bhp,5.0,34000,Individual,Low
7446,Maruti,Ertiga,2016,Second Owner,Manual,Diesel,1248 CC,88.5 bhp,7.0,54000,Individual,Medium
7447,Mercedes-Benz,B,2016,Second Owner,Automatic,Diesel,2143 CC,134.10 bhp,5.0,40000,Individual,High
7448,Chevrolet,Beat,2012,First Owner,Manual,Petrol,1199 CC,79.4 bhp,5.0,120000,Individual,Low
7449,Tata,Nexon,2018,First Owner,Manual,Petrol,1198 CC,108.5 bhp,5.0,15000,Individual,Medium
7450,Volkswagen,Ameo,2017,First Owner,Automatic,Diesel,1498 CC,108.495 bhp,5.0,50000,Individual,Medium
7451,Ford,Figo,2011,Second Owner,Manual,Diesel,1399 CC,68 bhp,5.0,84000,Individual,Low
7452,Honda,City,2011,First Owner,Manual,Petrol,1497 CC,118 bhp,5.0,50000,Individual,Medium
7453,Hyundai,Santro,2019,Fourth & Above Owner,Automatic,Petrol,1086 CC,68 bhp,5.0,25000,Individual,Medium
7454,Ford,Figo,2018,First Owner,Manual,Diesel,,,,14681,Dealer,Medium
7455,Ford,Figo,2015,First Owner,Manual,Diesel,1498 CC,99 bhp,5.0,52000,Individual,Medium
7456,Hyundai,Santro,2019,First Owner,Manual,Petrol,1086 CC,68 bhp,5.0,18500,Individual,Medium
7457,Tata,Indigo,2012,First Owner,Manual,Diesel,1396 CC,69 bhp,5.0,50000,Individual,Low
7458,Datsun,RediGO,2017,First Owner,Manual,Petrol,999 CC,67 bhp,5.0,35000,Individual,Low
7459,Toyota,Etios,2016,First Owner,Manual,Petrol,1496 CC,88.73 bhp,5.0,15500,Individual,Medium
7460,Tata,Indigo,2013,First Owner,Manual,Diesel,1396 CC,69 bhp,5.0,120000,Individual,Low
7461,Tata,Indigo,2012,First Owner,Manual,Diesel,1396 CC,69 bhp,5.0,60000,Individual,Low
7462,Mahindra,Scorpio,2011,Second Owner,Manual,Diesel,2179 CC,120 bhp,9.0,80000,Individual,Medium
7463,Ford,Ecosport,2014,First Owner,Manual,Petrol,999 CC,123.37 bhp,5.0,43011,Dealer,Medium
7464,Renault,Duster,2015,First Owner,Manual,Diesel,1461 CC,108.45 bhp,5.0,136000,Individual,Medium
7465,Ford,Figo,2017,First Owner,Manual,Diesel,1498 CC,99 bhp,5.0,15000,Individual,Medium
7466,Mahindra,Bolero,2011,Second Owner,Manual,Diesel,2523 CC,63 bhp,7.0,110000,Individual,Medium
7467,Hyundai,i10,2008,Second Owner,Manual,Petrol,1086 CC,68.05 bhp,5.0,100000,Individual,Low
7468,Maruti,Alto,2005,Fourth & Above Owner,Manual,Petrol,796 CC,46.3 bhp,5.0,70000,Individual,Low
7469,Tata,Indica,2010,First Owner,Manual,Diesel,1405 CC,71 bhp,5.0,110000,Individual,Low
7470,Honda,WR-V,2017,First Owner,Manual,Diesel,1498 CC,98.6 bhp,5.0,127991,Dealer,Medium
7471,Mitsubishi,Lancer,1999,Second Owner,Manual,Diesel,1998 CC,68 bhp,5.0,198000,Individual,Low
7472,Tata,Indigo,2010,First Owner,Manual,Petrol,1193 CC,64.1 bhp,5.0,65000,Individual,Medium
7473,Maruti,Esteem,2002,Third Owner,Manual,Petrol,,,,90000,Individual,Low
7474,Maruti,Ciaz,2018,First Owner,Manual,Diesel,1248 CC,88.5 bhp,5.0,20000,Individual,Medium
7475,Volkswagen,Ameo,2016,First Owner,Manual,Petrol,1198 CC,73.75 bhp,5.0,60000,Individual,Medium
7476,Renault,KWID,2018,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,13120,Individual,Medium
7477,Jeep,Compass,2017,First Owner,Manual,Diesel,1956 CC,170 bhp,5.0,87500,Individual,High
7478,Hyundai,Verna,2014,First Owner,Manual,Diesel,1582 CC,126.32 bhp,5.0,125000,Individual,Medium
7479,Hyundai,Elite,2018,First Owner,Automatic,Petrol,1197 CC,81.86 bhp,5.0,25000,Individual,Medium
7480,Maruti,Ertiga,2013,Third Owner,Manual,Diesel,1248 CC,88.8 bhp,7.0,120000,Individual,Medium
7481,Hyundai,Verna,2015,First Owner,Manual,Petrol,1591 CC,121.3 bhp,5.0,35000,Individual,Medium
7482,Hyundai,i20,2016,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,25000,Individual,Medium
7483,Skoda,Octavia,2005,Third Owner,Manual,Diesel,1896 CC,90 bhp,5.0,120000,Individual,Low
7484,Renault,KWID,2018,First Owner,Automatic,Petrol,999 CC,67 bhp,5.0,25000,Individual,Medium
7485,Hyundai,Accent,2005,Second Owner,Manual,Diesel,1493 CC,82 bhp,5.0,79000,Individual,Low
7486,Renault,Lodgy,2015,First Owner,Manual,Diesel,1461 CC,83.8 bhp,8.0,125000,Individual,Medium
7487,Mahindra,Xylo,2014,First Owner,Manual,Diesel,2489 CC,95 bhp,8.0,140000,Individual,Medium
7488,Hyundai,i20,2016,First Owner,Manual,Diesel,1396 CC,88.73 bhp,5.0,80000,Individual,Medium
7489,Honda,City,2011,Third Owner,Manual,Petrol,1497 CC,116.4 bhp,5.0,110000,Individual,Medium
7490,Ford,Figo,2018,First Owner,Manual,Petrol,1196 CC,86.8 bhp,5.0,25000,Individual,Medium
7491,Honda,Mobilio,2015,First Owner,Manual,Diesel,1498 CC,98.6 bhp,7.0,46000,Individual,High
7492,Hyundai,Santro,2020,First Owner,Manual,Petrol,1086 CC,68.07 bhp,5.0,1000,Individual,Medium
7493,Maruti,800,2007,Second Owner,Manual,Petrol,796 CC,37 bhp,4.0,60000,Individual,Low
7494,Renault,Lodgy,2015,First Owner,Manual,Diesel,1461 CC,83.8 bhp,8.0,80000,Individual,Medium
7495,Jeep,Compass,2017,First Owner,Manual,Diesel,1956 CC,170 bhp,5.0,120000,Individual,High
7496,Tata,Indica,2013,Second Owner,Manual,Petrol,1193 CC,65.3 bhp,5.0,110000,Individual,Low
7497,Fiat,Linea,2010,Third Owner,Manual,Diesel,1248 CC,91.7 bhp,5.0,110000,Individual,Medium
7498,Toyota,Innova,2007,Third Owner,Manual,Diesel,2494 CC,102 bhp,8.0,200000,Individual,Medium
7499,Volkswagen,Jetta,2013,Second Owner,Manual,Diesel,1968 CC,138.1 bhp,5.0,80000,Individual,Medium
7500,Maruti,Swift,2019,First Owner,Manual,Diesel,1248 CC,74.02 bhp,5.0,24000,Individual,Medium
7501,Maruti,Swift,2013,First Owner,Manual,Diesel,1248 CC,74 bhp,5.0,150000,Individual,Medium
7502,Renault,KWID,2015,First Owner,Manual,Petrol,799 CC,53.3 bhp,5.0,60000,Individual,Medium
7503,Renault,Duster,2014,First Owner,Manual,Diesel,1461 CC,108.45 bhp,5.0,116000,Individual,Medium
7504,Ford,Figo,2013,First Owner,Manual,Diesel,1399 CC,68.1 bhp,5.0,104300,Individual,Medium
7505,Mahindra,KUV,2018,First Owner,Manual,Diesel,1198 CC,77 bhp,6.0,30000,Individual,Medium
7506,Mercedes-Benz,GL-Class,2014,First Owner,Automatic,Diesel,2987 CC,254.8 bhp,7.0,33000,Individual,High
7507,Volkswagen,Ameo,2020,First Owner,Manual,Diesel,1498 CC,108.62 bhp,5.0,25000,Individual,Medium
7508,Audi,A6,2014,First Owner,Automatic,Diesel,1968 CC,174.33 bhp,5.0,60000,Individual,High
7509,Hyundai,Verna,2007,Second Owner,Manual,Diesel,1493 CC,110 bhp,5.0,121000,Individual,Low
7510,Hyundai,Verna,2010,Second Owner,Manual,Diesel,1493 CC,110 bhp,5.0,120000,Individual,Medium
7511,Hyundai,Verna,2007,Second Owner,Manual,Diesel,1493 CC,110 bhp,5.0,120000,Individual,Low
7512,Volkswagen,Polo,2011,First Owner,Manual,Petrol,1198 CC,73.9 bhp,5.0,110000,Individual,Medium
